study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,study_id2,e_mean,se,mean_logit,sd_logit,in_var
531,Berec L,0,47,47,Czechia,Czech delta,"",AstraZeneca,B.1.617.2,infection,infection,,12,65,0.56,0.545,0.57,0,0,,21,28,infection,24.5,24.5,531&Czech delta&B.1.617.2&infection&12&65,0.46,0.00637755102040814,-0.160342650075179,0.0256745210161358,1.25219806739988
533,Hogan A,0,95,95,United Kingdom,UK 2 delta,"",AstraZeneca,B.1.617.2,infection,infection,,10,60,0.395,0.386,0.404,0,0,,12,25,infection,18.5,18.5,533&UK 2 delta&B.1.617.2&infection&10&60,0.295,0.00459183673469388,-0.871222446472449,0.0220787918485101,1.47572957474524
533,Hogan A,0,95,95,United Kingdom,UK 2 delta,"",AstraZeneca,B.1.617.2,infection,infection,,10,60,0.237,0.228,0.245,0,0,,26,34,infection,30,30,533&UK 2 delta&B.1.617.2&infection&10&60,0.137,0.00433673469387755,-1.8404337652553,0.0366801828105788,1.51851320473059
1005,Pouwels K,0,95,95,United Kingdom,UK 5 delta,"",AstraZeneca,B.1.617.2,infection,infection,,18,64,0.68,0.61,0.73,0,0,,0,2,infection,1,1,1005&UK 5 delta&B.1.617.2&infection&18&64,0.58,0.0306122448979592,0.322773392263051,0.125666029958782,0.571547606649408
1005,Pouwels K,0,95,95,United Kingdom,UK 5 delta,"",AstraZeneca,B.1.617.2,infection,infection,,18,64,0.66,0.61,0.71,0,0,,3,4,infection,3.5,3.5,1005&UK 5 delta&B.1.617.2&infection&18&64,0.56,0.0255102040816327,0.241162056816888,0.103531672409223,0.626099033699941
1005,Pouwels K,0,95,95,United Kingdom,UK 5 delta,"",AstraZeneca,B.1.617.2,infection,infection,,18,64,0.64,0.58,0.69,0,0,,5,8,infection,6.5,6.5,1005&UK 5 delta&B.1.617.2&infection&18&64,0.54,0.0280612244897959,0.160342650075179,0.112967892470998,0.596962005795709
1005,Pouwels K,0,95,95,United Kingdom,UK 5 delta,"",AstraZeneca,B.1.617.2,infection,infection,,18,64,0.61,0.53,0.68,0,0,,9,12,infection,10.5,10.5,1005&UK 5 delta&B.1.617.2&infection&18&64,0.51,0.038265306122449,0.0400053346136992,0.153122473479188,0.511207720338155
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",AstraZeneca,B.1.617.2,infection,infection,,18,64,0.392,0.364,0.419,0,0,,2,17,infection,9.5,9.5,558&Hungary delta 18-64&B.1.617.2&infection&18&64,0.292,0.014030612244898,-0.885690291425438,0.0678672908680538,0.844231764817738
558,Voko Z,0,48,48,Hungary,Hungary delta 18-64,"",AstraZeneca,B.1.617.2,infection,infection,,18,64,0.256,0.239,0.273,0,0,,18,25,infection,21.5,21.5,558&Hungary delta 18-64&B.1.617.2&infection&18&64,0.156,0.00867346938775511,-1.68829648734642,0.0658757852393601,1.07375098438632
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",AstraZeneca,B.1.617.2,infection,infection,,65,100,0.631,0.556,0.694,0,0,,2,17,infection,9.5,9.5,558&Hungary delta 65-100&B.1.617.2&infection&65&100,0.531,0.035204081632653,0.12415925279566,0.141359713268416,0.532970891338817
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",AstraZeneca,B.1.617.2,infection,infection,,65,100,0.497,0.47,0.522,0,0,,18,25,infection,21.5,21.5,558&Hungary delta 65-100&B.1.617.2&infection&65&100,0.397,0.013265306122449,-0.417980916039995,0.0554127186170282,0.868243142124459
558,Voko Z,0,48,48,Hungary,Hungary delta 65-100,"",AstraZeneca,B.1.617.2,infection,infection,,65,100,0.389,0.33,0.443,0,0,,26,34,infection,30,30,558&Hungary delta 65-100&B.1.617.2&infection&65&100,0.289,0.0288265306122449,-0.900245741690809,0.140289424282992,0.58898442667634
563,Braeye T,0,78,78,Belgium,Belgium females delta,"",AstraZeneca,B.1.617.2,infection,infection,,45,64,0.48,0.45,0.51,0,0,,0,7,infection,3.5,3.5,563&Belgium females delta&B.1.617.2&infection&45&64,0.38,0.0153061224489796,-0.489548225318706,0.0649665638751256,0.808290376865476
563,Braeye T,0,78,78,Belgium,Belgium females delta,"",AstraZeneca,B.1.617.2,infection,infection,,45,64,0.34,0.32,0.36,0,0,,21,28,infection,24.5,24.5,563&Belgium females delta&B.1.617.2&infection&45&64,0.24,0.0102040816326531,-1.15267950993839,0.0559434300035804,0.989949493661167
569,Sritipsukho P,0,18,18,Thailand,Thailand delta,"",AstraZeneca,B.1.617.2,infection,infection,,18,60,0.83,0.7,0.9,0,1,8,,,infection,,8,569&Thailand delta&B.1.617.2&infection&18&60,0.73,0.0510204081632653,0.994622575144062,0.258855444765425,0.442718872423573
