exclude,study_id,author,location_id,location_name,piv,prim_inf_var,variant,symptom_severity,severity,sample_size,efficacy_mean,efficacy_lower,efficacy_upper,pinf,average_time_since_infection,start_interval,end_interval,sev_severity,prim_variant_name,variant_name,group_analysis,study_id2,mid_point1,mid_point,or,e_mean,se,mean_logit,sd_logit,or_lower,or_upper,or_log,se_log,insesqua
0,3,Hansen C,78,Denmark,1,Ancestral,Ancestral,infection,infection,,0.777,0.709,0.829,1,,25,32,infection,Ancestral,Ancestral,Non_Omicron,3&Ancestral&Ancestral,28.5,28.5,0.223,0.677,0.0306122448979592,0.740018949689619,0.139992248162578,0.171,0.291,-1.50058350752202,0.135627477211437,0.571547606649408
0,5,Altarawneh H,151,Qatar,1,Ancestral,B.1.1.7,infection,infection,,0.894,0.226,0.985,1,,12,32,infection,Ancestral,Alpha,Non_Omicron,5&Ancestral&Alpha,22,22,0.106,0.794,0.193622448979592,1.34920729245756,1.18377178951109,0.015,0.774,-2.24431618487007,1.00600042665498,0.227259551660248
0,5,Altarawneh H,151,Qatar,1,Ancestral,B.1.1.7,infection,infection,,0.91,0.345,0.988,1,,33,56,infection,Ancestral,Alpha,Non_Omicron,5&Ancestral&Alpha,44.5,44.5,0.09,0.81,0.164030612244898,1.450010175506,1.06582594051266,0.012,0.655,-2.40794560865187,1.02033892496103,0.246909356183748
0,5,Altarawneh H,151,Qatar,1,Ancestral,B.1.351,infection,infection,,0.926,0.767,0.976,1,,12,32,infection,Ancestral,Beta,Non_Omicron,5&Ancestral&Beta,22,22,0.074,0.826,0.0533163265306122,1.55753947430645,0.370963280528041,0.024,0.233,-2.60369018577797,0.579843016126978,0.433081757422822
0,5,Altarawneh H,151,Qatar,1,Ancestral,B.1.351,infection,infection,,0.812,0.655,0.898,1,,33,56,infection,Ancestral,Beta,Non_Omicron,5&Ancestral&Beta,44.5,44.5,0.188,0.712,0.0619897959183674,0.90511743127603,0.302306667048842,0.102,0.345,-1.67131331615219,0.310860102996706,0.401642717384473
0,5,Altarawneh H,151,Qatar,1,mixed variant,B.1.617.2,infection,infection,,0.934,0.876,0.965,1,,12,32,infection,Ancestral,Delta,Non_Omicron,5&Ancestral&Delta,22,22,0.0659999999999999,0.834,0.0227040816326531,1.6142456140022,0.163994695563932,0.035,0.124,-2.71810053695571,0.322687118396842,0.663663648395968
0,5,Altarawneh H,151,Qatar,1,mixed variant,B.1.617.2,infection,infection,,0.911,0.833,0.953,1,,33,56,infection,Ancestral,Delta,Non_Omicron,5&Ancestral&Delta,44.5,44.5,0.089,0.811,0.0306122448979592,1.45652103905577,0.199715844296735,0.0470000000000001,0.167,-2.41911890925,0.323430155792524,0.571547606649408
0,5,Altarawneh H,151,Qatar,1,mixed variant,B.1.617.2,infection,infection,,0.871,0.594,0.959,1,,57,70,infection,Ancestral,Delta,Non_Omicron,5&Ancestral&Delta,63.5,63.5,0.129,0.771,0.0931122448979592,1.21396637000909,0.527371841129363,0.041,0.406,-2.04794287462046,0.58489313594322,0.327715212149166
0,5,Altarawneh H,151,Qatar,1,mixed variant,B.1.1.529,infection,infection,,0.64,0.547,0.714,1,,12,32,infection,Ancestral,Omicron,Omicron,5&Ancestral&Omicron,22,22,0.36,0.54,0.0426020408163265,0.160342650075179,0.171505800387788,0.286,0.453,-1.02165124753198,0.117321508842648,0.484489978144188
0,5,Altarawneh H,151,Qatar,1,mixed variant,B.1.1.529,infection,infection,,0.472,0.375,0.554,1,,33,56,infection,Ancestral,Omicron,Omicron,5&Ancestral&Omicron,44.5,44.5,0.528,0.372,0.0456632653061225,-0.523646312195052,0.19546291908997,0.446,0.625,-0.638658995275876,0.0860797698255963,0.467968389325413
0,5,Altarawneh H,151,Qatar,1,mixed variant,B.1.1.529,infection,infection,,0.596,0.507,0.67,1,,57,70,infection,Ancestral,Omicron,Omicron,5&Ancestral&Omicron,63.5,63.5,0.404,0.496,0.0415816326530612,-0.0160003413464412,0.166337176191521,0.33,0.493,-0.906340401020987,0.102402173362797,0.490398610872841
0,7,Smid M,47,Czechia,1,mixed variant,B.1.1.529,infection,infection,,0.68,0.68,0.69,1,,2,24,infection,Ancestral,Omicron,Omicron,7&Ancestral&Omicron,13,13,0.32,0.58,0.00255102040816324,0.322773392263051,0.0104721691632317,0.31,0.32,-1.13943428318837,0.00809915773331118,1.97989898732234
0,7,Smid M,47,Czechia,1,mixed variant,B.1.1.529,infection,infection,,0.13,0.1,0.14,1,,25,52,infection,Ancestral,Omicron,Omicron,7&Ancestral&Omicron,38.5,38.5,0.87,0.03,0.0102040816326531,-3.47609868983527,0.350655726208009,0.86,0.9,-0.139262067333508,0.0115975444073361,0.989949493661166
0,7,Smid M,47,Czechia,1,mixed variant,B.1.617.2,infection,infection,,0.95,0.94,0.96,1,,2,24,infection,Ancestral,Delta,Non_Omicron,7&Ancestral&Delta,13,13,0.05,0.85,0.00510204081632654,1.73460105538811,0.0400160064025611,0.04,0.0600000000000001,-2.99573227355399,0.103434976558205,1.4
0,7,Smid M,47,Czechia,1,mixed variant,B.1.617.2,infection,infection,,0.83,0.82,0.84,1,,25,52,infection,Ancestral,Delta,Non_Omicron,7&Ancestral&Delta,38.5,38.5,0.17,0.73,0.00510204081632654,0.994622575144062,0.0258855444765425,0.16,0.18,-1.77195684193188,0.0300466927694856,1.4
0,8,Abu-Raddad L,151,Qatar,1,Ancestral,Ancestral,infection,infection,,0.927,0.913,0.939,2,17,,,infection,Ancestral,Ancestral,Non_Omicron,8&Ancestral&Ancestral,,17,0.073,0.827,0.00663265306122447,1.56451310052591,0.0463591717484638,0.0610000000000001,0.087,-2.61729583783375,0.0905699628778754,1.22788122702984
0,9,Hall V,95,United Kingdom,1,Ancestral,B.1.1.7,infection,infection,,0.84,0.81,0.87,2,29,,,infection,Ancestral,Alpha,Non_Omicron,9&Ancestral&Alpha,,29,0.16,0.74,0.0153061224489796,1.04596855518269,0.0795536509822223,0.13,0.19,-1.83258146374831,0.0968085769655366,0.808290376865477
0,10,Hall V,102,United Kingdom,1,all variant,all variant,infection,infection,,0.86,0.81,0.89,1,,0,51,infection,Ancestral,Ancestral,Non_Omicron,10&Ancestral&Ancestral,25.5,25.5,0.14,0.76,0.0204081632653061,1.15267950993839,0.111886860007161,0.11,0.19,-1.96611285637283,0.139424414889814,0.7
0,10,Hall V,102,United Kingdom,1,all variant,all variant,infection,infection,,0.69,0.38,0.84,1,,52,104,infection,Ancestral,Ancestral,Non_Omicron,10&Ancestral&Ancestral,78,78,0.31,0.59,0.11734693877551,0.363965377201412,0.485105162362589,0.16,0.62,-1.17118298150294,0.345547362960538,0.291920179679905
0,11,Pilz S,75,Austria,1,Ancestral,Ancestral,infection,infection,,0.91,0.87,0.93,2,30,,,infection,Ancestral,Ancestral,Non_Omicron,11&Ancestral&Ancestral,,30,0.09,0.81,0.0153061224489796,1.450010175506,0.0994549866730319,0.07,0.13,-2.40794560865187,0.157918165409751,0.808290376865476
0,12,Rennert L,102,United States,1,Ancestral,mixed variant,infection,infection,,0.84,0.78,0.88,2,18,,,infection,Ancestral,Ancestral,Non_Omicron,12&Ancestral&Ancestral,,18,0.16,0.74,0.0255102040816327,1.04596855518269,0.132589418303704,0.12,0.22,-1.83258146374831,0.154626480502631,0.626099033699941
0,13,Sheehan M,102,United States,1,Ancestral,Ancestral,infection,infection,,0.818,0.766,0.858,2,20,,,infection,Ancestral,Ancestral,Non_Omicron,13&Ancestral&Ancestral,,20,0.182,0.718,0.023469387755102,0.934562498110111,0.115911948848762,0.142,0.234,-1.70374859190534,0.127421953509296,0.65275336576822
0,14,Vitale J,86,Italy,1,Ancestral,Ancestral,infection,infection,,0.94,0.92,0.95,2,34,,,infection,Ancestral,Ancestral,Non_Omicron,14&Ancestral&Ancestral,,34,0.0600000000000001,0.84,0.00765306122448978,1.65822807660353,0.0569424198250727,0.05,0.08,-2.81341071676004,0.119898885011667,1.14309521329882
0,19,Breathnach A,95,United Kingdom,1,Ancestral,Ancestral,infection,infection,,0.94,0.88,0.97,2,32,,,infection,Ancestral,Ancestral,Non_Omicron,19&Ancestral&Ancestral,,32,0.0600000000000001,0.84,0.0229591836734694,1.65822807660353,0.170827259475219,0.03,0.12,-2.81341071676004,0.35364652069385,0.659966329107444
0,23,Pritchard E,95,United Kingdom,1,"Ancestral, B.1.1.7","Ancestral, B.1.1.7",infection,infection,,0.28,0.1,0.43,1,,0,15,infection,Ancestral,Ancestral,Non_Omicron,23&Ancestral&Ancestral,7.5,7.5,0.72,0.18,0.0841836734693878,-1.51634748936809,0.570350091256015,0.57,0.9,-0.328504066972036,0.116520000636662,0.344656174742132
0,23,Pritchard E,95,United Kingdom,1,"Ancestral, B.1.1.7","Ancestral, B.1.1.7",infection,infection,,0.7,0.56,0.79,1,,16,32,infection,Ancestral,Ancestral,Non_Omicron,23&Ancestral&Ancestral,24,24,0.3,0.6,0.0586734693877551,0.405465108108164,0.244472789115646,0.21,0.44,-1.20397280432594,0.188690611274193,0.412837477233712
0,23,Pritchard E,95,United Kingdom,1,"Ancestral, B.1.1.7",B.1.1.7,infection,infection,,0.42,0.19,0.58,1,,0,15,infection,Ancestral,Alpha,Non_Omicron,23&Ancestral&Alpha,7.5,7.5,0.58,0.32,0.0994897959183673,-0.75377180237638,0.457214135654262,0.42,0.81,-0.544727175441672,0.167545800099253,0.317037569560487
0,23,Pritchard E,95,United Kingdom,1,"Ancestral, B.1.1.7",B.1.1.7,infection,infection,,0.81,0.66,0.9,1,,16,32,infection,Ancestral,Alpha,Non_Omicron,23&Ancestral&Alpha,24,24,0.19,0.71,0.0612244897959184,0.895384047054841,0.297350606099652,0.1,0.34,-1.66073120682165,0.312187610107683,0.404145188432738
0,29,Carazo S,101,Canada,1,mixed variant,B.1.1.529,infection,infection,,0.66,0.57,0.73,1,,12,23,infection,Ancestral,Omicron,Omicron,29&Ancestral&Omicron,17.5,17.5,0.34,0.56,0.0408163265306123,0.241162056816888,0.165650675854758,0.27,0.43,-1.07880966137193,0.118715114716641,0.494974746830583
0,29,Carazo S,101,Canada,1,mixed variant,B.1.1.529,infection,infection,,0.49,0.32,0.61,1,,24,35,infection,Ancestral,Omicron,Omicron,29&Ancestral&Omicron,29.5,29.5,0.51,0.39,0.0739795918367347,-0.447312218043665,0.310969280524316,0.39,0.68,-0.673344553263766,0.141822974246546,0.367658012007223
0,29,Carazo S,101,Canada,1,Ancestral,B.1.1.529,infection,infection,,0.35,0.21,0.47,1,,36,47,infection,Ancestral,Omicron,Omicron,29&Ancestral&Omicron,41.5,41.5,0.65,0.25,0.0663265306122449,-1.09861228866811,0.353741496598639,0.53,0.79,-0.430782916092454,0.101825494621148,0.38829013735766
0,29,Carazo S,101,Canada,1,B.1.617.2,B.1.1.529,infection,infection,,0.29,0.17,0.38,1,,48,75,infection,Ancestral,Omicron,Omicron,29&Ancestral&Omicron,61.5,61.5,0.71,0.19,0.0535714285714286,-1.450010175506,0.348092453355611,0.62,0.83,-0.342490308946776,0.0744148527427312,0.432049379893857
0,29,Carazo S,101,Canada,1,B.1.1.7,B.1.1.529,infection,infection,,0.27,0.08,0.42,1,,76,96,infection,Ancestral,Omicron,Omicron,29&Ancestral&Omicron,86,86,0.73,0.17,0.086734693877551,-1.58562726374038,0.614703712810425,0.58,0.92,-0.3147107448397,0.117690195536383,0.339549875050866
0,31,Nordstrom P,93,Sweden,1,mixed variant,mixed variant,infection,infection,,0.48,0.47,0.48,1,,2,12,infection,Ancestral,Ancestral,Non_Omicron,31&Ancestral&Ancestral,7,7,0.52,0.38,0.00255102040816327,-0.489548225318706,0.0108277606458543,0.52,0.53,-0.653926467406664,0.00485923341089144,1.97989898732233
0,31,Nordstrom P,93,Sweden,1,mixed variant,mixed variant,infection,infection,,0.96,0.95,0.96,1,,13,24,infection,Ancestral,Ancestral,Non_Omicron,31&Ancestral&Ancestral,18.5,18.5,0.04,0.86,0.00255102040816327,1.81528996663825,0.0211878771442132,0.04,0.05,-3.2188758248682,0.0569243753352576,1.97989898732233
0,31,Nordstrom P,93,Sweden,1,mixed variant,mixed variant,infection,infection,,0.92,0.91,0.93,1,,25,36,infection,Ancestral,Ancestral,Non_Omicron,31&Ancestral&Ancestral,30.5,30.5,0.08,0.82,0.00510204081632654,1.51634748936809,0.0345666721973342,0.07,0.09,-2.52572864430826,0.0641108235410476,1.4
0,31,Nordstrom P,93,Sweden,1,mixed variant,mixed variant,infection,infection,,0.93,0.92,0.98,1,,37,48,infection,Ancestral,Ancestral,Non_Omicron,31&Ancestral&Ancestral,42.5,42.5,0.07,0.83,0.0153061224489796,1.58562726374038,0.108477125790075,0.02,0.08,-2.65926003693278,0.353646520693849,0.808290376865477
0,41,Chin E,102,United States,1,mixed variant,B.1.1.529,infection,infection,,0.257,0.234,0.316,2,59,,,infection,Ancestral,Omicron,Omicron,41&Ancestral&Omicron,,59,0.743,0.157,0.0209183673469388,-1.68072115265355,0.158052204720318,0.684,0.766,-0.297059234264378,0.0288837377852145,0.691410717654712
0,41,Chin E,102,United States,1,B.1.617.2,B.1.1.529,infection,infection,,0.608,0.584,0.668,2,21,,,infection,Ancestral,Omicron,Omicron,41&Ancestral&Omicron,,21,0.392,0.508,0.0214285714285715,0.0320027310861737,0.0857362341902385,0.332,0.416,-0.936493439191674,0.0575383396287691,0.683130051063973
0,42,Braeye T,76,Belgium,1,mixed variant,B.1.617.2,infection,infection,,0.79,0.74,0.83,1,,0,7,infection,Ancestral,Delta,Non_Omicron,42&Ancestral&Delta,3.5,3.5,0.21,0.69,0.0229591836734694,0.800119300112113,0.107336062054555,0.17,0.26,-1.56064774826467,0.108388569889098,0.659966329107444
0,42,Braeye T,76,Belgium,1,mixed variant,B.1.617.2,infection,infection,,0.64,0.61,0.66,1,,21,28,infection,Ancestral,Delta,Non_Omicron,42&Ancestral&Delta,24.5,24.5,0.36,0.54,0.0127551020408163,0.160342650075179,0.0513490420322719,0.34,0.39,-1.02165124753198,0.0350002861003788,0.885437744847146
0,46,Carazo S,101,Canada,1,mixed variant,B.1.1.529.2,infection,infection,,0.42,-0.47,0.77,1,,12,23,infection,Ancestral,Omicron,Omicron,46&Ancestral&Omicron,17.5,17.5,0.58,0.32,0.316326530612245,-0.75377180237638,1.45370648259304,0.23,1.47,-0.544727175441672,0.473198563992241,0.177800177800267
0,46,Carazo S,101,Canada,1,mixed variant,B.1.1.529.2,infection,infection,,0.39,0,0.63,1,,24,51,infection,Ancestral,Omicron,Omicron,46&Ancestral&Omicron,37.5,37.5,0.61,0.29,0.160714285714286,-0.895384047054841,0.780545341011587,0.37,1,-0.49429632181478,0.253635784016293,0.249443825784929
0,46,Carazo S,101,Canada,1,mixed variant,B.1.1.529.2,infection,infection,,0.42,0.17,0.6,1,,52,64,infection,Ancestral,Omicron,Omicron,46&Ancestral&Omicron,58,58,0.58,0.32,0.10969387755102,-0.75377180237638,0.504107893157263,0.4,0.83,-0.544727175441672,0.186214580021087,0.301931764969628
0,46,Carazo S,101,Canada,1,B.1.1.529.1,B.1.1.529.2,infection,infection,,0.82,0.49,0.94,1,,4,7,infection,Omicron,Omicron,Omicron,46&Omicron&Omicron,5.5,5.5,0.18,0.72,0.114795918367347,0.944461608840851,0.569424198250729,0.0600000000000001,0.51,-1.71479842809193,0.545935245789865,0.295145914949049
0,46,Carazo S,101,Canada,1,B.1.1.529.1,B.1.1.529.2,infection,infection,,0.76,0.63,0.85,1,,8,11,infection,Omicron,Omicron,Omicron,46&Omicron&Omicron,9.5,9.5,0.24,0.66,0.0561224489795918,0.663294217410264,0.250100040016006,0.15,0.37,-1.42711635564015,0.230323395801534,0.422115882408869
0,46,Carazo S,101,Canada,1,B.1.1.529.1,B.1.1.529.2,infection,infection,,0.7,0.61,0.77,1,,12,23,infection,Omicron,Omicron,Omicron,46&Omicron&Omicron,17.5,17.5,0.3,0.6,0.0408163265306123,0.405465108108164,0.170068027210884,0.23,0.39,-1.20397280432594,0.13471107913278,0.494974746830583
