super_region_id,region_id,national_id,location_id,lam_intercept,lam_trend,gprior_sd_intercept,gprior_sd_trend,age_scale,gamma_age,gamma_year,nugget,lam
64,73,83,83,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,84,84,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,85,85,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,87,87,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,88,88,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,89,89,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,90,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,91,91,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,92,92,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,93,93,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,94,94,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,96,97,97,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,96,98,98,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,96,99,99,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,101,101,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
103,104,105,105,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,106,106,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,107,107,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,108,108,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,109,109,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,110,110,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,111,111,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,112,112,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,113,113,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,114,114,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,115,115,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,116,116,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,117,117,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,118,118,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,119,119,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,120,121,121,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,120,122,122,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,120,123,123,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,125,125,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,126,126,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,127,127,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,128,128,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,129,129,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,131,131,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,132,132,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,133,133,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,136,136,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,139,139,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,140,140,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,141,141,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,142,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,143,143,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,144,144,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,145,145,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,146,146,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,147,147,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,148,148,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,149,149,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,150,150,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,151,151,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,152,152,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,153,153,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,154,154,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,155,155,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,156,156,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,157,157,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,160,160,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,161,161,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,162,162,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,164,164,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,165,165,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
166,167,168,168,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,167,169,169,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,167,170,170,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,167,171,171,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,167,172,172,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,167,173,173,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,175,175,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,176,176,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,177,177,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,178,178,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,179,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,181,181,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,182,182,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
4,9,183,183,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
166,174,184,184,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,185,185,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
4,9,186,186,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
166,174,187,187,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,189,189,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,190,190,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,191,191,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,193,193,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,194,194,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,195,195,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,197,197,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,198,198,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,200,200,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,201,201,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,202,202,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,203,203,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,204,204,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,205,205,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,206,206,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,207,207,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,208,208,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,209,209,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,210,210,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,211,211,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,212,212,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,213,213,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,215,215,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,216,216,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,217,217,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,218,218,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
4,21,298,298,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,305,305,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,21,320,320,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
64,100,349,349,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
4,21,351,351,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,354,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,361,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,367,367,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
4,21,369,369,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,21,374,374,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,21,376,376,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,21,380,380,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,385,385,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,393,393,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
64,73,396,396,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
4,21,413,413,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,21,416,416,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,104,422,422,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
64,73,95,433,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,434,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
166,174,435,435,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,482,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,483,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,484,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,485,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,486,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,487,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,488,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,489,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,192,196,490,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
4,5,6,491,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,492,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,493,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,494,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,495,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,496,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,497,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,498,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,499,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,500,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,501,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,502,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,503,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,504,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,505,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,506,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,507,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,508,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,509,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,510,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,511,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,512,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,513,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,514,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,515,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,516,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,517,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,518,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,519,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,520,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,521,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
137,138,522,522,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
64,100,102,523,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,524,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,525,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,526,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,527,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,528,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,529,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,530,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,531,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,532,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,533,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,534,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,535,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,536,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,537,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,538,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,539,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,540,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,541,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,542,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,543,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,544,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,545,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,546,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,547,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,548,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,549,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,550,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,551,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,552,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,553,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,554,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,555,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,556,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,557,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,558,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,559,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,560,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,561,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,562,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,563,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,564,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,565,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,566,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,567,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,568,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,569,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,570,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,571,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,572,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,100,102,573,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4618,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4619,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4620,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4621,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4622,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4623,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4624,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4625,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4626,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,95,4636,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
103,124,130,4643,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4644,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4645,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4646,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4647,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4648,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4649,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4650,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4651,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4652,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4653,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4654,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4655,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4656,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4657,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4658,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4659,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4660,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4661,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4662,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
