,obs,obs_se,study_id,cov0,cov1
137,2.148586317100249,0.1,E,1.0,1.805970109932475
138,1.727485546444396,0.1,D,1.0,1.5188656236315399
139,0.8675823731444989,0.1,D,1.0,-0.35400011275017335
140,0.5100915131949951,0.1,B,1.0,-0.8234314059856659
141,1.0299725314297132,0.1,B,1.0,0.13021495415796958
142,1.4418030735259226,0.1,A,1.0,1.2672986450543529
143,1.1181313072800798,0.1,A,1.0,0.3327649772541171
144,1.2386020771497135,0.1,B,1.0,0.5565487049100443
145,1.3722578441156714,0.1,E,1.0,-0.21208012227562573
146,1.0014699704385936,0.1,C,1.0,0.4562708952022307
147,2.2890182233030387,0.1,E,1.0,1.5445444514561384
148,0.8014775047873343,0.1,D,1.0,-0.23966878147771076
149,1.1201323329870032,0.1,D,1.0,0.14330773250787254
150,1.5970672143131313,0.1,E,1.0,0.25381647654962736
151,0.9162611309111756,0.1,A,1.0,0.2837253557710373
152,0.49556016670409264,0.1,D,1.0,-1.4118888760712274
153,0.47192791875317336,0.1,E,1.0,-1.8768686558738945
154,0.5392191437600842,0.1,B,1.0,-1.0196550709218393
155,0.9225453768056883,0.1,C,1.0,0.16794229540166816
156,1.7161486127953742,0.1,E,1.0,0.5538561660032112
157,0.5661097409940192,0.1,F,1.0,-0.5306745597736241
158,1.5645435996057173,0.1,C,1.0,1.3772574828673068
159,0.8193507371018759,0.1,A,1.0,-0.1431759743261871
160,1.3840555114082633,0.1,E,1.0,0.02031599823462459
161,0.63639109729331,0.1,A,1.0,-0.19396387055266243
162,1.1094090309470126,0.1,D,1.0,0.13402679274666512
163,1.109532978906446,0.1,F,1.0,0.7044740740436035
164,0.8662481188536331,0.1,C,1.0,0.6656534379123312
165,0.19733816716674615,0.1,C,1.0,-0.8984229406095902
166,1.7738581630522945,0.1,D,1.0,1.5236637764785275
167,0.7995802698295731,0.1,E,1.0,-1.0950264574269175
168,0.7309286842141731,0.1,B,1.0,0.07922701409061239
169,0.9431328243474574,0.1,B,1.0,-0.2743965735223526
170,0.21772316713939205,0.1,F,1.0,-1.0489916773184873
171,0.9381654021609107,0.1,C,1.0,-0.07512058797383152
172,1.1076701966584726,0.1,E,1.0,-0.7408137732923984
173,0.9167590110551987,0.1,C,1.0,0.07290724327605223
174,1.20387804001474,0.1,C,1.0,0.403085961219367
175,1.4704269293522214,0.1,A,1.0,1.4719293689732715
176,0.9578052502384683,0.1,B,1.0,0.3073842186274145
177,1.043007226610707,0.1,E,1.0,-0.6112253403048249
178,0.40389237142115947,0.1,F,1.0,-0.39161981071960156
179,0.821571973256807,0.1,C,1.0,0.13997810611456363
180,1.3135641521176602,0.1,E,1.0,0.09346082946215117
181,1.4687841230252865,0.1,F,1.0,1.4595892682284208
182,2.120830386250743,0.1,E,1.0,1.3953529297569547
183,1.1896954142344356,0.1,E,1.0,-0.3589359262422613
184,0.7112960670948894,0.1,B,1.0,-0.5486421281861983
185,-0.18438073134593772,0.1,D,1.0,-2.5570546040678583
186,0.7552021410153185,0.1,B,1.0,-0.5489204133222201
187,0.8897908583187872,0.1,E,1.0,-0.9780577060842837
188,0.7505021893127136,0.1,B,1.0,-0.3548244580948187
189,0.970952050335003,0.1,F,1.0,0.3915842423501111
190,0.8968797736878464,0.1,F,1.0,0.1771923291989879
191,0.9103194325916786,0.1,A,1.0,-0.02996800704754226
192,0.9552225674620092,0.1,B,1.0,0.1995821110885137
193,1.2553520289927278,0.1,E,1.0,-0.12611777323099171
194,0.6105613389626452,0.1,F,1.0,0.19701893254347608
195,-0.6849250249303164,0.1,B,1.0,-3.2310550079193123
196,0.698523690123714,0.1,A,1.0,-0.26929348975075423
197,0.7228525755736275,0.1,A,1.0,-0.110850721053007
198,0.9769132094512376,0.1,B,1.0,-0.3412617162065858
199,1.222298167849787,0.1,E,1.0,-0.21794626210294177
