nid,exclude,study_id,author,text_description,first_dose_only,source,location_id,location_id2,location_name,location_name2,interval between doses,vac_before_booster,vaccine_developer,vaccine_candidate,vaccine_type,variant,variant_b1351,symptom_severity,symptom_severity_description,severity,IHME_symptom_classification,severe_vs_all,severe,moderate,mild,asymptomatic,sex_id,age_start,age_end,age_mean,over_65,is_main_analysis,is_sub_analysis,sample_size,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,Period reported in the study,events_vaccine,events_control,ss_vaccine,ss_control,hiv_flag,obesity_flag,comorbidity_flag,ethnicity_flag,race_flag,dose_flag,high_risk_flag,infectious_flag,notes,extractor_id
,1,501,Thomas SJ,medrxiv - multinational 4 months follow-up-  Pfizer - non-variant,0,https://www.medrxiv.org/content/10.1101/2021.07.28.21261159v1,"102, 97, 81, 135, 155, 196",102,"United States, Argentina, Brazil, Germany, South Africa and Turkey","US, Argentina, Brazil, Germany, South Africa and Turkey",,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,"Mild, Moderate + severe","Laboratory-confirmed COVID-19. Symptomatic period: fever, new or increased cough, new or increased shortness of breath, chills, new or increased muscle pain, new loss of taste or smell, sore throat, diarrhea, and/or vomiting.  Confirmed severe COVID-19.",symptomatic,,,1,1,1,0,3,16,,51,0,,,24472,0.901,0.747,0.899,0,0,,9,16,>=2 months after dose 2 to <4 months after dose 2,,,,,0,0,0,0,0,1,0,0,"Results from Table of Figure 2.  Vaccination period: July 27, 2020 and October 29, 2020. CI for VE was derived based on the Clopper and Pearson method adjusted for surveillance time.",cstein87
,1,501,Thomas SJ,medrxiv - multinational 4 months follow-up-  Pfizer - non-variant,0,https://www.medrxiv.org/content/10.1101/2021.07.28.21261159v1,"102, 97, 81, 135, 155, 196",102,"United States, Argentina, Brazil, Germany, South Africa and Turkey","US, Argentina, Brazil, Germany, South Africa and Turkey",,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,"Mild, Moderate + severe","Laboratory-confirmed COVID-19. Symptomatic period: fever, new or increased cough, new or increased shortness of breath, chills, new or increased muscle pain, new loss of taste or smell, sore throat, diarrhea, and/or vomiting.  Confirmed severe COVID-19.",symptomatic,,,1,1,1,0,3,16,,51,0,,,24472,0.837,0.747,0.899,0,0,,17,24,>= 4 months after dose 2,,,,,0,0,0,0,0,1,0,0,"Results from Table of Figure 2.  Vaccination period: July 27, 2020 and October 29, 2020. CI for VE was derived based on the Clopper and Pearson method adjusted for surveillance time.",cstein87
,1,502,Self WH,CDC - Pfizer - March–August 2021,0,https://www.cdc.gov/mmwr/volumes/70/wr/mm7038e1.htm,102,102,United States,USA Hosp,0,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,severe,against COVID-19–associated hospitalization,hosp,Severe,,1,0,0,0,3,18,65,,0,,,3100,0.91,0.88,0.93,0,0,,2,16,14–120 days after full vaccination,,,,,0,0,0,0,0,0,0,0,"Age end ?65. Model adjusted for age group (18–49, 50–64, ?65 years) and other variables",cstein87
,1,502,Self WH,CDC - Pfizer - March–August 2021,0,https://www.cdc.gov/mmwr/volumes/70/wr/mm7038e1.htm,102,102,United States,USA Hosp,0,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,severe,against COVID-19–associated hospitalization,hosp,Severe,,1,0,0,0,3,18,65,,0,,,2540,0.77,0.67,0.84,0,0,,17,24,>120 days after full vaccination,,,,,0,0,0,0,0,0,0,0,"Age end ?65. Model adjusted for age group (18–49, 50–64, ?65 years) and other variables",cstein87
,1,502,Self WH,CDC - Moderna March–August 2021,0,https://www.cdc.gov/mmwr/volumes/70/wr/mm7038e1.htm,102,102,United States,USA Hosp,0,,Moderna,mRNA-1273,mRNA,non.variant,,severe,against COVID-19–associated hospitalization,hosp,Severe,,1,0,0,0,3,18,65,,0,,,2743,0.93,0.9,0.95,0,0,,2,16,14–120 days after full vaccination,,,,,0,0,0,0,0,0,0,0,"Age end ?65. Model adjusted for age group (18–49, 50–64, ?65 years) and other variables",cstein87
,1,502,Self WH,CDC - Moderna March–August 2021,0,https://www.cdc.gov/mmwr/volumes/70/wr/mm7038e1.htm,102,102,United States,USA Hosp,0,,Moderna,mRNA-1273,mRNA,non.variant,,severe,against COVID-19–associated hospitalization,hosp,Severe,,1,0,0,0,3,18,65,,0,,,2457,0.92,0.87,0.96,0,0,,17,24,>120 days after full vaccination,,,,,0,0,0,0,0,0,0,0,"Age end ?65. Model adjusted for age group (18–49, 50–64, ?65 years) and other variables",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Table 4",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar,,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,"Mild, Moderate + severe",A symptomatic infection was defined as a PCR-positive test conducted because of clinical suspicion due to presence of symptoms compatible with a respiratory tract infection,symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,0,,,74544,0.796,0.779,0.812,0,0,,0,4,0-4 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Table 4",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar,,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,"Mild, Moderate + severe",A symptomatic infection was defined as a PCR-positive test conducted because of clinical suspicion due to presence of symptoms compatible with a respiratory tract infection,symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,0,,,72312,0.708,0.678,0.736,0,0,,5,9,5-9 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Table 4",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar,,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,"Mild, Moderate + severe",A symptomatic infection was defined as a PCR-positive test conducted because of clinical suspicion due to presence of symptoms compatible with a respiratory tract infection,symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,0,,,71290,0.606,0.552,0.654,0,0,,10,14,10-14 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Table 4",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar,,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,"Mild, Moderate + severe",A symptomatic infection was defined as a PCR-positive test conducted because of clinical suspicion due to presence of symptoms compatible with a respiratory tract infection,symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,0,,,70366,0.496,0.391,0.584,0,0,,15,19,15-19 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Table 4",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar,,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,"Mild, Moderate + severe",A symptomatic infection was defined as a PCR-positive test conducted because of clinical suspicion due to presence of symptoms compatible with a respiratory tract infection,symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,0,,,70210,0.01,0,0.191,0,0,,20,24,20-24 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Table 4",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar,,,Pfizer & BioNTech,BNT162b2,mRNA,non.variant,,"Mild, Moderate + severe",A symptomatic infection was defined as a PCR-positive test conducted because of clinical suspicion due to presence of symptoms compatible with a respiratory tract infection,symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,0,,,70188,0.01,0,0.08,0,0,,25,29,?25 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Supplementary Table 3",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar Delta,,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,infection,"Cases (PCR-positive persons) and controls (PCR-negative persons) were matched one-to-one by sex, 10-year age group, nationality, reason for SARSCoV-2 PCR testing, and calendar week of PCR test. Matching of cases and controls was performed to control for known differences in the risk of exposure to SARS-CoV-2 infection in Qatar.",infection,Infection,,,,,,3,20,70,,0,,,3862,0.838,0.736,0.905,0,0,,0,4,0-4 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Supplementary Table 3",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar Delta,,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,infection,"Cases (PCR-positive persons) and controls (PCR-negative persons) were matched one-to-one by sex, 10-year age group, nationality, reason for SARSCoV-2 PCR testing, and calendar week of PCR test. Matching of cases and controls was performed to control for known differences in the risk of exposure to SARS-CoV-2 infection in Qatar.",infection,Infection,,,,,,3,20,70,,0,,,3940,0.72,0.605,0.805,0,0,,5,9,5-9 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Supplementary Table 3",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar Delta,,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,infection,"Cases (PCR-positive persons) and controls (PCR-negative persons) were matched one-to-one by sex, 10-year age group, nationality, reason for SARSCoV-2 PCR testing, and calendar week of PCR test. Matching of cases and controls was performed to control for known differences in the risk of exposure to SARS-CoV-2 infection in Qatar.",infection,Infection,,,,,,3,20,70,,0,,,3944,0.487,0.284,0.636,0,0,,10,14,10-14 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Supplementary Table 3",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar Delta,,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,infection,"Cases (PCR-positive persons) and controls (PCR-negative persons) were matched one-to-one by sex, 10-year age group, nationality, reason for SARSCoV-2 PCR testing, and calendar week of PCR test. Matching of cases and controls was performed to control for known differences in the risk of exposure to SARS-CoV-2 infection in Qatar.",infection,Infection,,,,,,3,20,70,,0,,,4034,0.13,0,0.348,0,0,,15,19,15-19 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Supplementary Table 3",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar Delta,,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,infection,"Cases (PCR-positive persons) and controls (PCR-negative persons) were matched one-to-one by sex, 10-year age group, nationality, reason for SARSCoV-2 PCR testing, and calendar week of PCR test. Matching of cases and controls was performed to control for known differences in the risk of exposure to SARS-CoV-2 infection in Qatar.",infection,Infection,,,,,,3,20,70,,0,,,4106,0.01,0,0.013,0,0,,20,24,20-24 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Supplementary Table 3",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar Delta,,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,infection,"Cases (PCR-positive persons) and controls (PCR-negative persons) were matched one-to-one by sex, 10-year age group, nationality, reason for SARSCoV-2 PCR testing, and calendar week of PCR test. Matching of cases and controls was performed to control for known differences in the risk of exposure to SARS-CoV-2 infection in Qatar.",infection,Infection,,,,,,3,20,70,,0,,,3956,0.01,0,0.213,0,0,,25,29,?25 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
,1,503,Chemaitelly H,"medrxiv - Qatar - January 1, 2021 to August 15, 2021. Supplementary Table 3",0,https://www.medrxiv.org/content/10.1101/2021.08.25.21262584v1.full.pdf,151,151,Qatar,Qatar Delta,,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,severe,"Classification of COVID-19 case severity (acute-care hospitalizations), criticality (ICU hospitalizations), and fatality followed World Health Organization (WHO) guidelines",,Severe,,1,0,0,0,3,20,70,,0,,,100,0.999,0,0.999,0,0,,0,4,0-4 weeks after the second dose,,,,,0,0,0,0,0,1,0,1,"Age start <20. Age end 70+years. To ensure that vaccine effectiveness estimates were not biased by epidemic phase, the gradual roll-out of vaccination during the study, or other confounders, a sensitivity analysis was conducted by adjusting for prior infection and matching factors in logistic regression, that is, by sex, age, nationality, reason for PCR testing, and calendar week of PCR test. ‡Cases and controls were matched one-to-one by sex, 10-year age group, nationality, reason for PCR testing, and calendar week of PCR test.",cstein87
