super_region_id,region_id,national_id,location_id,lam_intercept,lam_trend,gprior_sd_intercept,gprior_sd_trend,age_scale,gamma_age,gamma_year,nugget,lam,lam_ridge,lam_uncertainty,anchor,kernel_year_short,kernel_year_const,kernel_year_linear,modify_recent_years
31.0,56.0,62,44918,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44917,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44965,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44951,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44960,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44905,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44937,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44925,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44906,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44964,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44919,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,62,44972,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,63,63,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,63,44934,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,63,44939,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
31.0,56.0,63,50559,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,70.0,71,71,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,70.0,72,72,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,70.0,72,44850,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,70.0,72,44851,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,66,66,50.0,,1.0,1.0,0.1,8.0,100.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35446,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35428,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35425,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35435,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35461,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35441,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35463,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35430,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35444,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35433,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35457,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35424,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35451,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35431,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35440,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35426,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35460,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35469,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35437,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35462,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35466,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35449,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35447,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35427,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35468,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35443,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35465,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35452,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35438,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35467,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35456,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35470,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35450,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35464,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35434,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35448,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35455,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35445,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35432,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35459,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35436,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35454,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35439,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35453,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35429,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35458,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,67,35442,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,68,68,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,65.0,69,69,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,100.0,101,101,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
64.0,100.0,349,349,50.0,,1.0,1.0,0.1,8.0,50.0,1e-06,5.0,0.0,5.0,30.0,0.1,5.0,0.2,False
