location_id,sex_id,year_id,outcome
47,2,2010,epilepsy
47,2,2010,long_modsev
47,2,2015,epilepsy
47,2,2015,long_modsev
47,2,2017,epilepsy
47,2,2017,long_modsev
47,2,2019,epilepsy
47,2,2019,long_modsev
48,1,1990,epilepsy
48,1,1990,long_modsev
48,1,1995,epilepsy
48,1,1995,long_modsev
48,1,2000,epilepsy
48,1,2000,long_modsev
48,1,2005,epilepsy
48,1,2005,long_modsev
48,1,2010,epilepsy
48,1,2010,long_modsev
48,1,2015,epilepsy
48,1,2015,long_modsev
48,1,2017,epilepsy
48,1,2017,long_modsev
48,1,2019,epilepsy
48,1,2019,long_modsev
48,2,1990,epilepsy
48,2,1990,long_modsev
48,2,1995,epilepsy
48,2,1995,long_modsev
48,2,2000,epilepsy
48,2,2000,long_modsev
48,2,2005,epilepsy
48,2,2005,long_modsev
48,2,2010,epilepsy
48,2,2010,long_modsev
48,2,2015,epilepsy
48,2,2015,long_modsev
48,2,2017,epilepsy
48,2,2017,long_modsev
48,2,2019,epilepsy
48,2,2019,long_modsev
50,1,1990,epilepsy
50,1,1990,long_modsev
50,1,1995,epilepsy
50,1,1995,long_modsev
50,1,2000,epilepsy
50,1,2000,long_modsev
50,1,2005,epilepsy
50,1,2005,long_modsev
50,1,2010,epilepsy
50,1,2010,long_modsev
50,1,2015,epilepsy
50,1,2015,long_modsev
50,1,2017,epilepsy
50,1,2017,long_modsev
50,1,2019,epilepsy
50,1,2019,long_modsev
50,2,1990,epilepsy
50,2,1990,long_modsev
50,2,1995,epilepsy
50,2,1995,long_modsev
50,2,2000,epilepsy
50,2,2000,long_modsev
50,2,2005,epilepsy
50,2,2005,long_modsev
50,2,2010,epilepsy
50,2,2010,long_modsev
50,2,2015,epilepsy
50,2,2015,long_modsev
50,2,2017,epilepsy
50,2,2017,long_modsev
50,2,2019,epilepsy
50,2,2019,long_modsev
49,1,1990,epilepsy
49,1,1990,long_modsev
49,1,1995,epilepsy
49,1,1995,long_modsev
49,1,2000,epilepsy
49,1,2000,long_modsev
49,1,2005,epilepsy
49,1,2005,long_modsev
49,1,2010,epilepsy
49,1,2010,long_modsev
49,1,2015,epilepsy
49,1,2015,long_modsev
49,1,2017,epilepsy
49,1,2017,long_modsev
49,1,2019,epilepsy
49,1,2019,long_modsev
49,2,1990,epilepsy
49,2,1990,long_modsev
49,2,1995,epilepsy
49,2,1995,long_modsev
49,2,2000,epilepsy
49,2,2000,long_modsev
49,2,2005,epilepsy
49,2,2005,long_modsev
49,2,2010,epilepsy
49,2,2010,long_modsev
49,2,2015,epilepsy
49,2,2015,long_modsev
49,2,2017,epilepsy
49,2,2017,long_modsev
49,2,2019,epilepsy
49,2,2019,long_modsev
53660,1,1990,epilepsy
53660,1,1990,long_modsev
53660,1,1995,epilepsy
53660,1,1995,long_modsev
53660,1,2000,epilepsy
53660,1,2000,long_modsev
53660,1,2005,epilepsy
53660,1,2005,long_modsev
53660,1,2010,epilepsy
53660,1,2010,long_modsev
53660,1,2015,epilepsy
53660,1,2015,long_modsev
53660,1,2017,epilepsy
53660,1,2017,long_modsev
53660,1,2019,epilepsy
53660,1,2019,long_modsev
53660,2,1990,epilepsy
53660,2,1990,long_modsev
53660,2,1995,epilepsy
53660,2,1995,long_modsev
53660,2,2000,epilepsy
53660,2,2000,long_modsev
53660,2,2005,epilepsy
53660,2,2005,long_modsev
53660,2,2010,epilepsy
53660,2,2010,long_modsev
53660,2,2015,epilepsy
53660,2,2015,long_modsev
53660,2,2017,epilepsy
53660,2,2017,long_modsev
53660,2,2019,epilepsy
53660,2,2019,long_modsev
53661,1,1990,epilepsy
53661,1,1990,long_modsev
53661,1,1995,epilepsy
53661,1,1995,long_modsev
53661,1,2000,epilepsy
53661,1,2000,long_modsev
53661,1,2005,epilepsy
53661,1,2005,long_modsev
53661,1,2010,epilepsy
53661,1,2010,long_modsev
53661,1,2015,epilepsy
53661,1,2015,long_modsev
53661,1,2017,epilepsy
53661,1,2017,long_modsev
53661,1,2019,epilepsy
53661,1,2019,long_modsev
53661,2,1990,epilepsy
53661,2,1990,long_modsev
53661,2,1995,epilepsy
53661,2,1995,long_modsev
53661,2,2000,epilepsy
53661,2,2000,long_modsev
53661,2,2005,epilepsy
53661,2,2005,long_modsev
53661,2,2010,epilepsy
53661,2,2010,long_modsev
53661,2,2015,epilepsy
53661,2,2015,long_modsev
53661,2,2017,epilepsy
53661,2,2017,long_modsev
53661,2,2019,epilepsy
53661,2,2019,long_modsev
53662,1,1990,epilepsy
53662,1,1990,long_modsev
53662,1,1995,epilepsy
53662,1,1995,long_modsev
53662,1,2000,epilepsy
53662,1,2000,long_modsev
53662,1,2005,epilepsy
53662,1,2005,long_modsev
53662,1,2010,epilepsy
53662,1,2010,long_modsev
53662,1,2015,epilepsy
53662,1,2015,long_modsev
53662,1,2017,epilepsy
53662,1,2017,long_modsev
53662,1,2019,epilepsy
53662,1,2019,long_modsev
53662,2,1990,epilepsy
53662,2,1990,long_modsev
53662,2,1995,epilepsy
53662,2,1995,long_modsev
53662,2,2000,epilepsy
53662,2,2000,long_modsev
53662,2,2005,epilepsy
53662,2,2005,long_modsev
53662,2,2010,epilepsy
53662,2,2010,long_modsev
53662,2,2015,epilepsy
53662,2,2015,long_modsev
53662,2,2017,epilepsy
53662,2,2017,long_modsev
53662,2,2019,epilepsy
53662,2,2019,long_modsev
53663,1,1990,epilepsy
53663,1,1990,long_modsev
53663,1,1995,epilepsy
53663,1,1995,long_modsev
53663,1,2000,epilepsy
53663,1,2000,long_modsev
53663,1,2005,epilepsy
53663,1,2005,long_modsev
53663,1,2010,epilepsy
53663,1,2010,long_modsev
53663,1,2015,epilepsy
53663,1,2015,long_modsev
53663,1,2017,epilepsy
53663,1,2017,long_modsev
53663,1,2019,epilepsy
53663,1,2019,long_modsev
53663,2,1990,epilepsy
53663,2,1990,long_modsev
53663,2,1995,epilepsy
53663,2,1995,long_modsev
53663,2,2000,epilepsy
53663,2,2000,long_modsev
53663,2,2005,epilepsy
53663,2,2005,long_modsev
53663,2,2010,epilepsy
53663,2,2010,long_modsev
53663,2,2015,epilepsy
53663,2,2015,long_modsev
53663,2,2017,epilepsy
53663,2,2017,long_modsev
53663,2,2019,epilepsy
53663,2,2019,long_modsev
53664,1,1990,epilepsy
53664,1,1990,long_modsev
53664,1,1995,epilepsy
53664,1,1995,long_modsev
53664,1,2000,epilepsy
53664,1,2000,long_modsev
53664,1,2005,epilepsy
53664,1,2005,long_modsev
53664,1,2010,epilepsy
53664,1,2010,long_modsev
53664,1,2015,epilepsy
53664,1,2015,long_modsev
53664,1,2017,epilepsy
53664,1,2017,long_modsev
53664,1,2019,epilepsy
53664,1,2019,long_modsev
53664,2,1990,epilepsy
53664,2,1990,long_modsev
53664,2,1995,epilepsy
53664,2,1995,long_modsev
53664,2,2000,epilepsy
53664,2,2000,long_modsev
53664,2,2005,epilepsy
53664,2,2005,long_modsev
53664,2,2010,epilepsy
53664,2,2010,long_modsev
53664,2,2015,epilepsy
53664,2,2015,long_modsev
53664,2,2017,epilepsy
53664,2,2017,long_modsev
53664,2,2019,epilepsy
53664,2,2019,long_modsev
53665,1,1990,epilepsy
53665,1,1990,long_modsev
53665,1,1995,epilepsy
53665,1,1995,long_modsev
53665,1,2000,epilepsy
53665,1,2000,long_modsev
53665,1,2005,epilepsy
53665,1,2005,long_modsev
53665,1,2010,epilepsy
53665,1,2010,long_modsev
53665,1,2015,epilepsy
53665,1,2015,long_modsev
53665,1,2017,epilepsy
53665,1,2017,long_modsev
53665,1,2019,epilepsy
53665,1,2019,long_modsev
53665,2,1990,epilepsy
53665,2,1990,long_modsev
53665,2,1995,epilepsy
53665,2,1995,long_modsev
53665,2,2000,epilepsy
53665,2,2000,long_modsev
53665,2,2005,epilepsy
53665,2,2005,long_modsev
53665,2,2010,epilepsy
53665,2,2010,long_modsev
53665,2,2015,epilepsy
53665,2,2015,long_modsev
53665,2,2017,epilepsy
53665,2,2017,long_modsev
53665,2,2019,epilepsy
53665,2,2019,long_modsev
53666,1,1990,epilepsy
53666,1,1990,long_modsev
53666,1,1995,epilepsy
53666,1,1995,long_modsev
53666,1,2000,epilepsy
53666,1,2000,long_modsev
53666,1,2005,epilepsy
53666,1,2005,long_modsev
53666,1,2010,epilepsy
53666,1,2010,long_modsev
53666,1,2015,epilepsy
53666,1,2015,long_modsev
53666,1,2017,epilepsy
53666,1,2017,long_modsev
53666,1,2019,epilepsy
53666,1,2019,long_modsev
53666,2,1990,epilepsy
53666,2,1990,long_modsev
53666,2,1995,epilepsy
53666,2,1995,long_modsev
53666,2,2000,epilepsy
53666,2,2000,long_modsev
53666,2,2005,epilepsy
53666,2,2005,long_modsev
53666,2,2010,epilepsy
53666,2,2010,long_modsev
53666,2,2015,epilepsy
53666,2,2015,long_modsev
53666,2,2017,epilepsy
53666,2,2017,long_modsev
53666,2,2019,epilepsy
53666,2,2019,long_modsev
53667,1,1990,epilepsy
53667,1,1990,long_modsev
53667,1,1995,epilepsy
53667,1,1995,long_modsev
53667,1,2000,epilepsy
53667,1,2000,long_modsev
53667,1,2005,epilepsy
53667,1,2005,long_modsev
53667,1,2010,epilepsy
53667,1,2010,long_modsev
53667,1,2015,epilepsy
53667,1,2015,long_modsev
53667,1,2017,epilepsy
53667,1,2017,long_modsev
53667,1,2019,epilepsy
53667,1,2019,long_modsev
53667,2,1990,epilepsy
53667,2,1990,long_modsev
53667,2,1995,epilepsy
53667,2,1995,long_modsev
53667,2,2000,epilepsy
53667,2,2000,long_modsev
53667,2,2005,epilepsy
53667,2,2005,long_modsev
53667,2,2010,epilepsy
53667,2,2010,long_modsev
53667,2,2015,epilepsy
53667,2,2015,long_modsev
53667,2,2017,epilepsy
53667,2,2017,long_modsev
53667,2,2019,epilepsy
53667,2,2019,long_modsev
53668,1,1990,epilepsy
53668,1,1990,long_modsev
53668,1,1995,epilepsy
53668,1,1995,long_modsev
53668,1,2000,epilepsy
53668,1,2000,long_modsev
53668,1,2005,epilepsy
53668,1,2005,long_modsev
53668,1,2010,epilepsy
53668,1,2010,long_modsev
53668,1,2015,epilepsy
53668,1,2015,long_modsev
53668,1,2017,epilepsy
53668,1,2017,long_modsev
53668,1,2019,epilepsy
53668,1,2019,long_modsev
53668,2,1990,epilepsy
53668,2,1990,long_modsev
53668,2,1995,epilepsy
53668,2,1995,long_modsev
53668,2,2000,epilepsy
53668,2,2000,long_modsev
53668,2,2005,epilepsy
53668,2,2005,long_modsev
53668,2,2010,epilepsy
53668,2,2010,long_modsev
53668,2,2015,epilepsy
53668,2,2015,long_modsev
53668,2,2017,epilepsy
53668,2,2017,long_modsev
53668,2,2019,epilepsy
53668,2,2019,long_modsev
53669,1,1990,epilepsy
53669,1,1990,long_modsev
53669,1,1995,epilepsy
53669,1,1995,long_modsev
53669,1,2000,epilepsy
53669,1,2000,long_modsev
53669,1,2005,epilepsy
53669,1,2005,long_modsev
53669,1,2010,epilepsy
53669,1,2010,long_modsev
53669,1,2015,epilepsy
53669,1,2015,long_modsev
53669,1,2017,epilepsy
53669,1,2017,long_modsev
53669,1,2019,epilepsy
53669,1,2019,long_modsev
53669,2,1990,epilepsy
53669,2,1990,long_modsev
53669,2,1995,epilepsy
53669,2,1995,long_modsev
53669,2,2000,epilepsy
53669,2,2000,long_modsev
53669,2,2005,epilepsy
53669,2,2005,long_modsev
53669,2,2010,epilepsy
53669,2,2010,long_modsev
53669,2,2015,epilepsy
53669,2,2015,long_modsev
53669,2,2017,epilepsy
53669,2,2017,long_modsev
53669,2,2019,epilepsy
53669,2,2019,long_modsev
53670,1,1990,epilepsy
53670,1,1990,long_modsev
53670,1,1995,epilepsy
53670,1,1995,long_modsev
53670,1,2000,epilepsy
53670,1,2000,long_modsev
53670,1,2005,epilepsy
53670,1,2005,long_modsev
53670,1,2010,epilepsy
53670,1,2010,long_modsev
53670,1,2015,epilepsy
53670,1,2015,long_modsev
53670,1,2017,epilepsy
53670,1,2017,long_modsev
53670,1,2019,epilepsy
53670,1,2019,long_modsev
53670,2,1990,epilepsy
53670,2,1990,long_modsev
53670,2,1995,epilepsy
53670,2,1995,long_modsev
53670,2,2000,epilepsy
53670,2,2000,long_modsev
53670,2,2005,epilepsy
53670,2,2005,long_modsev
53670,2,2010,epilepsy
53670,2,2010,long_modsev
53670,2,2015,epilepsy
53670,2,2015,long_modsev
53670,2,2017,epilepsy
53670,2,2017,long_modsev
53670,2,2019,epilepsy
53670,2,2019,long_modsev
53671,1,1990,epilepsy
53671,1,1990,long_modsev
53671,1,1995,epilepsy
53671,1,1995,long_modsev
53671,1,2000,epilepsy
53671,1,2000,long_modsev
53671,1,2005,epilepsy
53671,1,2005,long_modsev
53671,1,2010,epilepsy
53671,1,2010,long_modsev
53671,1,2015,epilepsy
53671,1,2015,long_modsev
53671,1,2017,epilepsy
53671,1,2017,long_modsev
53671,1,2019,epilepsy
53671,1,2019,long_modsev
53671,2,1990,epilepsy
53671,2,1990,long_modsev
53671,2,1995,epilepsy
53671,2,1995,long_modsev
53671,2,2000,epilepsy
53671,2,2000,long_modsev
53671,2,2005,epilepsy
53671,2,2005,long_modsev
53671,2,2010,epilepsy
53671,2,2010,long_modsev
53671,2,2015,epilepsy
53671,2,2015,long_modsev
53671,2,2017,epilepsy
53671,2,2017,long_modsev
53671,2,2019,epilepsy
53671,2,2019,long_modsev
53672,1,1990,epilepsy
53672,1,1990,long_modsev
53672,1,1995,epilepsy
53672,1,1995,long_modsev
53672,1,2000,epilepsy
53672,1,2000,long_modsev
53672,1,2005,epilepsy
53672,1,2005,long_modsev
53672,1,2010,epilepsy
53672,1,2010,long_modsev
53672,1,2015,epilepsy
53672,1,2015,long_modsev
53672,1,2017,epilepsy
53672,1,2017,long_modsev
53672,1,2019,epilepsy
53672,1,2019,long_modsev
53672,2,1990,epilepsy
53672,2,1990,long_modsev
53672,2,1995,epilepsy
53672,2,1995,long_modsev
53672,2,2000,epilepsy
53672,2,2000,long_modsev
53672,2,2005,epilepsy
53672,2,2005,long_modsev
53672,2,2010,epilepsy
53672,2,2010,long_modsev
53672,2,2015,epilepsy
53672,2,2015,long_modsev
53672,2,2017,epilepsy
53672,2,2017,long_modsev
53672,2,2019,epilepsy
53672,2,2019,long_modsev
53673,1,1990,epilepsy
53673,1,1990,long_modsev
53673,1,1995,epilepsy
53673,1,1995,long_modsev
53673,1,2000,epilepsy
53673,1,2000,long_modsev
53673,1,2005,epilepsy
53673,1,2005,long_modsev
53673,1,2010,epilepsy
53673,1,2010,long_modsev
53673,1,2015,epilepsy
53673,1,2015,long_modsev
53673,1,2017,epilepsy
53673,1,2017,long_modsev
53673,1,2019,epilepsy
53673,1,2019,long_modsev
53673,2,1990,epilepsy
53673,2,1990,long_modsev
53673,2,1995,epilepsy
53673,2,1995,long_modsev
53673,2,2000,epilepsy
53673,2,2000,long_modsev
53673,2,2005,epilepsy
53673,2,2005,long_modsev
53673,2,2010,epilepsy
53673,2,2010,long_modsev
53673,2,2015,epilepsy
53673,2,2015,long_modsev
53673,2,2017,epilepsy
53673,2,2017,long_modsev
53673,2,2019,epilepsy
53673,2,2019,long_modsev
53674,1,1990,epilepsy
53674,1,1990,long_modsev
53674,1,1995,epilepsy
53674,1,1995,long_modsev
53674,1,2000,epilepsy
53674,1,2000,long_modsev
53674,1,2005,epilepsy
53674,1,2005,long_modsev
53674,1,2010,epilepsy
53674,1,2010,long_modsev
53674,1,2015,epilepsy
53674,1,2015,long_modsev
53674,1,2017,epilepsy
53674,1,2017,long_modsev
53674,1,2019,epilepsy
53674,1,2019,long_modsev
53674,2,1990,epilepsy
53674,2,1990,long_modsev
53674,2,1995,epilepsy
53674,2,1995,long_modsev
53674,2,2000,epilepsy
53674,2,2000,long_modsev
53674,2,2005,epilepsy
53674,2,2005,long_modsev
53674,2,2010,epilepsy
53674,2,2010,long_modsev
53674,2,2015,epilepsy
53674,2,2015,long_modsev
53674,2,2017,epilepsy
53674,2,2017,long_modsev
53674,2,2019,epilepsy
53674,2,2019,long_modsev
53675,1,1990,epilepsy
53675,1,1990,long_modsev
53675,1,1995,epilepsy
53675,1,1995,long_modsev
53675,1,2000,epilepsy
53675,1,2000,long_modsev
53675,1,2005,epilepsy
53675,1,2005,long_modsev
53675,1,2010,epilepsy
53675,1,2010,long_modsev
53675,1,2015,epilepsy
53675,1,2015,long_modsev
