location_id,national_id,lam_intercept,lam_trend,gprior_sd_intercept,gprior_sd_trend,age_scale,gamma_age,gamma_year,nugget,lam
69,69,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
71,71,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
72,72,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
74,74,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
75,75,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
76,76,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
77,77,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
78,78,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
79,79,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
80,80,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
81,81,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
82,82,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
83,83,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
84,84,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
85,85,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
86,86,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
87,87,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
88,88,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
89,89,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
90,90,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
91,91,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
92,92,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
93,93,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
94,94,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
95,95,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
97,97,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
98,98,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
99,99,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
101,101,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
102,102,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
105,105,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
106,106,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
107,107,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
108,108,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
109,109,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
110,110,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
111,111,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
112,112,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
113,113,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
114,114,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
115,115,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
116,116,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
117,117,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
118,118,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
119,119,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
121,121,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
122,122,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
123,123,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
125,125,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
126,126,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
127,127,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
128,128,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
129,129,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
130,130,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
131,131,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
132,132,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
133,133,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
135,135,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
136,136,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
139,139,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
140,140,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
141,141,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
142,142,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
143,143,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
144,144,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
145,145,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
146,146,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
147,147,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
148,148,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
149,149,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
150,150,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
151,151,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
152,152,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
153,153,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
154,154,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
155,155,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
156,156,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
157,157,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
160,160,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
161,161,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
162,162,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
163,163,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
164,164,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
165,165,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
168,168,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
169,169,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
170,170,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
171,171,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
172,172,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
173,173,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
175,175,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
176,176,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
177,177,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
178,178,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
179,179,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
180,180,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
181,181,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
182,182,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
183,183,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
184,184,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
185,185,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
186,186,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
187,187,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
189,189,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
190,190,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
191,191,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
193,193,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
194,194,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
195,195,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
196,196,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
197,197,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
198,198,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
200,200,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
201,201,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
202,202,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
203,203,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
204,204,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
205,205,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
206,206,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
207,207,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
208,208,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
209,209,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
210,210,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
211,211,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
212,212,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
213,213,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
214,214,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
215,215,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
216,216,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
217,217,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
218,218,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
298,298,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
305,305,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
320,320,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
349,349,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
351,351,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
354,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
361,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
367,367,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
369,369,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
374,374,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
376,376,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
380,380,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
385,385,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
393,393,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
396,396,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
413,413,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
416,416,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
422,422,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
433,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
434,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
435,435,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
482,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
483,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
484,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
485,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
486,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
487,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
488,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
489,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
490,196,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
491,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
492,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
493,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
494,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
495,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
496,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
497,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
498,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
499,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
500,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
501,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
502,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
503,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
504,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
505,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
506,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
507,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
508,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
509,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
510,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
511,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
512,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
513,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
514,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
515,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
516,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
517,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
518,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
519,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
520,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
521,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
522,522,50.0,,inf,inf,0.1,8.0,12.0,1e-06,20.0
523,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
524,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
525,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
526,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
527,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
528,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
529,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
530,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
531,102,50.0,,1.0,1.0,0.1,8.0,6.0,1e-06,10.0
532,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
533,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
534,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
535,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
536,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
537,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
538,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
539,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
540,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
541,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
542,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
543,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
544,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
545,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
546,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
547,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
548,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
549,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
550,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
551,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
552,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
553,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
554,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
555,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
556,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
557,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
558,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
559,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
560,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
561,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
562,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
563,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
564,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
565,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
566,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
567,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
568,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
569,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
570,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
571,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
572,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
573,102,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4618,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4619,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4620,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4621,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4622,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4623,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4624,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4625,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4626,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4636,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4643,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4644,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4645,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4646,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4647,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4648,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4649,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4650,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4651,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4652,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4653,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4654,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4655,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4656,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4657,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4658,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4659,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4660,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4661,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4662,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4663,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4664,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4665,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4666,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4667,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4668,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4669,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4670,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4671,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4672,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4673,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4674,130,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4709,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4710,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4711,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4712,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4713,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4714,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4715,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4716,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4717,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4718,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4719,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4720,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4721,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4722,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4723,11,50.0,,1.0,1.0,0.1,8.0,50.0,1e-06,100.0
4724,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4725,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4726,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4727,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4728,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4729,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4730,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4731,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4732,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4733,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4734,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4735,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4736,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4737,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4738,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4739,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4740,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
